"","Nombre","Marca","Precio","Supermercado","Hora","unidad","precio_unidad","Categoria","Subcategoria","Estado"
"3189","Protector labial soft rose liposan 5,5ml","LIPOSAN",2.59,"Supermercados Mas",16696,"100ml",43.17,"Protector de labios","Protector labial soft rose liposan 5,5ml","Añadir"
"3190","Comida gato pollo ifa amigo 1,5k","IFA AMIGO",3.3,"Supermercados Mas",16697,"KILO",2.2,"Alimentación seca","Comida gato pollo ifa amigo 1,5k","Añadir"
"3191","Caramelos con palo cereza kojac bolsa 7ud","KOJAC",2.35,"Supermercados Mas",16698,"KILO",11.19,"Caramelos","Caramelos con palo cereza kojac bolsa 7ud","Añadir"
"3192","Barrita proteinas chocolate just loading 3x30g","JUST LOADING",3.2,"Supermercados Mas",16700,"100g",3.56,"Complementos para deportistas","Barrita proteinas chocolate just loading 3x30g","Añadir"
"3193","Fuet bolitas goikoa 50gr","GOIKOA",1.6,"Supermercados Mas",16702,"KILO",32,"Salchichón y fuet","Fuet bolitas goikoa 50gr","Añadir"
"3194","Chocolate coco y almendra raffaello 90gr","RAFFAELLO",2.49,"Supermercados Mas",16703,"KILO",27.67,"Chocolate con frutos secos","Chocolate coco y almendra raffaello 90gr","Añadir"
"3195","Quesogorgonzola ballarini 200g","BALLARINI",3.32,"Supermercados Mas",16704,"KILO",16.6,"Internacionales y otros quesos","Quesogorgonzola ballarini 200g","Añadir"
"3196","Salchichon bellota 100%iberico joselito pza","JOSELITO",36.95,"Supermercados Mas",16705,"KILO",36.95,"Chorizo","Salchichon bellota 100%iberico joselito pza","Añadir"
"3197","Mascarilla fructis adiós daños garnier 320ml","FRUCTIS",4.29,"Supermercados Mas",16706,"100ml",1.34,"Acondicionadores y mascarillas","Mascarilla fructis adiós daños garnier 320ml","Añadir"
"3198","Huevos frescos clase m san rafael 20ud","S.RAFAEL",3.25,"Supermercados Mas",16707,"DOCENA",1.95,"Clásicos","Huevos frescos clase m san rafael 20ud","Añadir"
"3199","Gamba arrocera joaquin vazquez 400gr","JOAQUIN VAZQUEZ",5.49,"Supermercados Mas",16708,"KILO",13.72,"Mariscos","Gamba arrocera joaquin vazquez 400gr","Añadir"
"3200","Bolsas para bocadillo bayeco 22x35cm 40 unidades","BAYECO",1.69,"Supermercados Mas",16709,"UNIDAD",0.04,"Bolsas de conservación","Bolsas para bocadillo bayeco 22x35cm 40 unidades","Añadir"
"3201","Vino d.o.rioja blanco faustino rivero 75cl","FAUSTINO RIVERO",2.99,"Supermercados Mas",16710,"LITRO",3.99,"D.O. Rioja","Vino d.o.rioja blanco faustino rivero 75cl","Añadir"
"3202","Arroz risotto arborio scotti 500g","SCOTTI",1.78,"Supermercados Mas",16711,"KILO",3.56,"Redondo","Arroz risotto arborio scotti 500g","Añadir"
"3203","Caldo vegetal avecrem gallina blanca 8 pastillas","AVECREM",0.85,"Supermercados Mas",16713,"UNIDAD",0.11,"Caldos concentrados y pastillas","Caldo vegetal avecrem gallina blanca 8 pastillas","Añadir"
"3204","Pizza fresca 4 quesos con salsa al queso manchego campofrio 365g","CAMPOFRIO",2.95,"Supermercados Mas",16714,"KILO",8.08,"Pizzas","Pizza fresca 4 quesos con salsa al queso manchego campofrio 365g","Añadir"
"3205","Perlitas de chocolate dr.oetker 100g","DR.OETKER",2.99,"Supermercados Mas",16715,"KILO",29.9,"Adornos, aromas y coberturas","Perlitas de chocolate dr.oetker 100g","Añadir"
"3206","Eau de parfum caravan n48","CARAVAN",11.99,"Supermercados Mas",16717,"100ml",7.99,"Femeninas","Eau de parfum caravan n48","Añadir"
"3207","Tortitas de maiz bicentury 130g","BICENTURY",1.78,"Supermercados Mas",16719,"100g",1.37,"Tortitas","Tortitas de maiz bicentury 130g","Añadir"
"3208","Pasta dentífrica fuerza esmalte colgate 75 ml","COLGATE",3.79,"Supermercados Mas",16719,"100ml",5.05,"Dentífricos","Pasta dentífrica fuerza esmalte colgate 75 ml","Añadir"
"3209","Pasta fresca jamon y parmigiano garofalo 230g","GAROFALO",2.59,"Supermercados Mas",16720,"KILO",11.26,"Frescas","Pasta fresca jamon y parmigiano garofalo 230g","Añadir"
"3210","Jamon cocido gran reserva nature campofrio corte","CAMPOFRIO",16.95,"Supermercados Mas",16722,"KILO",16.95,"Jamón cocido","Jamon cocido gran reserva nature campofrio corte","Añadir"
"3211","Lenteja pardina extra don pedro 500g","PEDRO",1.7,"Supermercados Mas",16723,"KILO",3.4,"Lentejas","Lenteja pardina extra don pedro 500g","Añadir"
"3212","Tomate frito 0,0 orlando brik 350g","ORLANDO",1.65,"Supermercados Mas",16725,"KILO",4.71,"Tomate Frito","Tomate frito 0,0 orlando brik 350g","Añadir"
"3213","Anchoa aceite oliva consorcio rr45 29g ne","CONSORCIO",2.49,"Supermercados Mas",16727,"KILO",85.86,"Anchoas","Anchoa aceite oliva consorcio rr45 29g ne","Añadir"
"3214","Galleta rellena cards kinder 5x20 128gr","KINDER",2.79,"Supermercados Mas",16728,"KILO",21.8,"Barquillos","Galleta rellena cards kinder 5x20 128gr","Añadir"
"3215","Hielo en cubitos la estrella 2k","LA ESTRELLA",0.95,"Supermercados Mas",16729,"KILO",0.48,"Hielos","Hielo en cubitos la estrella 2k","Añadir"
"3216","Dulce de membrillo light el quijote 375g","QUIJOTE",2.61,"Supermercados Mas",16730,"KILO",6.96,"Membrillos","Dulce de membrillo light el quijote 375g","Añadir"
"3217","Infusion digest hornimans 20 sobres","HORNIMANS",2.79,"Supermercados Mas",16731,"UNIDAD",0.14,"Otras infusiones","Infusion digest hornimans 20 sobres","Añadir"
"3218","Cintas de bacon tarradellas p2x100g","TARRADELLAS",2.35,"Supermercados Mas",16731,"KILO",11.75,"Bacon","Cintas de bacon tarradellas p2x100g","Añadir"
"3219","Preparado para tortilla findus 550g","FINDUS",3.49,"Supermercados Mas",16733,"KILO",6.35,"Otros platos preparados","Preparado para tortilla findus 550g","Añadir"
"3220","Botella champin 75 cl","CHAMPIN",3.29,"Supermercados Mas",16735,"LITRO",4.39,"Otros refrescos sin gas","Botella champin 75 cl","Añadir"
"3221","Galleta rellena oreo 66g","OREO",1.15,"Supermercados Mas",16736,"KILO",17.42,"Galletas rellenas","Galleta rellena oreo 66g","Añadir"
"3222","Pechuga de pavo adobado bienestar el pozo 200g","EL POZO",3.5,"Supermercados Mas",16737,"KILO",17.5,"Elaborados","Pechuga de pavo adobado bienestar el pozo 200g","Añadir"
"3223","Vino tierra castilla dehesa la granja crianza 75cl","DEHESA LA GRANJA",10.45,"Supermercados Mas",16738,"LITRO",13.93,"Otras D.O.","Vino tierra castilla dehesa la granja crianza 75cl","Añadir"
"3224","Confiruta diet melocoton hero 280g","HERO",2.69,"Supermercados Mas",16741,"KILO",9.61,"Mermeladas y confituras","Confiruta diet melocoton hero 280g","Añadir"
"3225","Acondicionador tesoros miel original remedies 250ml","ORIGINAL REMEDIES",3.59,"Supermercados Mas",16742,"100ml",1.44,"Acondicionadores y mascarillas","Acondicionador tesoros miel original remedies 250ml","Añadir"
"3226","Comida gato esterilizado sensible ultima 1,5kg","ULTIMA",10.5,"Supermercados Mas",16743,"KILO",7,"Alimentación seca","Comida gato esterilizado sensible ultima 1,5kg","Añadir"
"3227","Brandy carlos i botella de 70cl","CARLOS I",25.29,"Supermercados Mas",16744,"LITRO",36.13,"Brandy y anís","Brandy carlos i botella de 70cl","Añadir"
"3228","Pasta radiatori integral la molisana 500g","LA MOLISANA",1.95,"Supermercados Mas",16746,"KILO",3.9,"Otras pastas y especialidades","Pasta radiatori integral la molisana 500g","Añadir"
"3229","Champu suave y liso 275 pantene 275ml","PANTENE",3.49,"Supermercados Mas",16747,"100ml",1.27,"Champú","Champu suave y liso 275 pantene 275ml","Añadir"
"3230","Gel aceite almendras ifa unnia 750ml","IFA UNNIA",1.4,"Supermercados Mas",16747,"100ml",0.19,"Gel de baño y ducha","Gel aceite almendras ifa unnia 750ml","Añadir"
"3231","Pizza fresca barbacoa ifa eliges 400g","IFA ELIGES",2.5,"Supermercados Mas",16748,"KILO",6.25,"Pizzas","Pizza fresca barbacoa ifa eliges 400g","Añadir"
"3232","Dentifrico porexpert advance oral b 75ml","ORAL B",3.99,"Supermercados Mas",16749,"100ml",5.32,"Dentífricos","Dentifrico porexpert advance oral b 75ml","Añadir"
"3233","Colonia femenina kisses saphir 200ml","SAPHIR",13.89,"Supermercados Mas",16750,"100ml",6.94,"Femeninas","Colonia femenina kisses saphir 200ml","Añadir"
"3234","Vino somontano tinto viñas del vero crianza 75cl","VIÑAS DEL VERO",7.69,"Supermercados Mas",16753,"LITRO",10.25,"Otras D.O.","Vino somontano tinto viñas del vero crianza 75cl","Añadir"
"3235","Yogur liquido piña y coco nestle 750g","NESTLE",1.75,"Supermercados Mas",16754,"KILO",2.33,"Con sabores y frutas","Yogur liquido piña y coco nestle 750g","Añadir"
"3236","Tarrito pollo ternera verduras hero 235g","HERO",1.7,"Supermercados Mas",16757,"KILO",7.23,"Potitos de carne","Tarrito pollo ternera verduras hero 235g","Añadir"
"3237","Caramelos con palo fruta melody pops 1 ud","MELODY POPS",1,"Supermercados Mas",16759,"UNIDAD",1,"Caramelos","Caramelos con palo fruta melody pops 1 ud","Añadir"
"3238","Bombilla led neutro philips e27 75w","PHILIPS",7.49,"Supermercados Mas",16760,"UNIDAD",7.49,"Bombillas","Bombilla led neutro philips e27 75w","Añadir"
"3239","Helado mini toblerone p6x 50ml","TOBLERONE",4.49,"Supermercados Mas",16761,"KILO",14.97,"Bombones","Helado mini toblerone p6x 50ml","Añadir"
"3240","Pan hamburguesa maxi bimbo p4x75g","BIMBO",2.05,"Supermercados Mas",16763,"KILO",6.83,"Pan para hamburguesas y perritos","Pan hamburguesa maxi bimbo p4x75g","Añadir"
"3241","Panini jamon y queso ifa eliges p2x 125gr","IFA ELIGES",2.85,"Supermercados Mas",16765,"KILO",11.4,"Pan pizzas","Panini jamon y queso ifa eliges p2x 125gr","Añadir"
"3242","Tinte textil especial verde iberia","IBERIA",2.99,"Supermercados Mas",16766,"100g",4.27,"Tintes para la ropa","Tinte textil especial verde iberia","Añadir"
"3243","Suavizante hipoalergenico baby asevi 60ds 1,5l","ASEVI",2.19,"Supermercados Mas",16767,"LAVADO",0.04,"Suavizantes concentrados","Suavizante hipoalergenico baby asevi 60ds 1,5l","Añadir"
"3244","Cerveza estrella del sur botella 1l","ESTRELLA DEL SUR",1.12,"Supermercados Mas",16769,"LITRO",1.12,"Rubias","Cerveza estrella del sur botella 1l","Añadir"
"3245","Leche entera asturiana botella 2,2l","ASTURIANA",2.2,"Supermercados Mas",16771,"LITRO",1,"Entera","Leche entera asturiana botella 2,2l","Añadir"
"3246","Sardinilla escabeche ifa eliges rr-90 62gne","IFA ELIGES",0.89,"Supermercados Mas",16773,"KILO",14.35,"Sardinas y sardinillas","Sardinilla escabeche ifa eliges rr-90 62gne","Añadir"
"3247","Bolsa congelacion zip pequeña ifa sabe 20ud","IFA SABE",0.85,"Supermercados Mas",16776,"UNIDAD",0.04,"Bolsas de conservación","Bolsa congelacion zip pequeña ifa sabe 20ud","Añadir"
"3248","Te rojo hornimans 20 sobres","HORNIMANS",2.79,"Supermercados Mas",16777,"UNIDAD",0.14,"Té","Te rojo hornimans 20 sobres","Añadir"
"3249","Champu aguacate herbal essence 380ml","HERBAL ESSENCE",5.09,"Supermercados Mas",16778,"100ml",1.34,"Champú","Champu aguacate herbal essence 380ml","Añadir"
"3250","Lomo adobado horno el pozo 330g","EL POZO",3.29,"Supermercados Mas",16779,"KILO",9.97,"Elaborados","Lomo adobado horno el pozo 330g","Añadir"
"3251","Untable zurrapa de lomo iberitos 250g","IBERITOS",3.35,"Supermercados Mas",16780,"KILO",13.4,"Paté","Untable zurrapa de lomo iberitos 250g","Añadir"
"3252","Cereales krave choco y avell. kellogg's 375g+35gr","KELLOGGS",4.25,"Supermercados Mas",16782,"KILO",10.37,"Cereales","Cereales krave choco y avell. kellogg's 375g+35gr","Añadir"
"3253","Pizza fresca de pollo casa tarradellas 410g","TARRADELLAS",3.19,"Supermercados Mas",16783,"KILO",7.78,"Pizzas","Pizza fresca de pollo casa tarradellas 410g","Añadir"
"3254","Queso en porciones light el caserio 16 porciones 250gr","EL CASERIO",2.55,"Supermercados Mas",16784,"KILO",10.2,"En porciones","Queso en porciones light el caserio 16 porciones 250gr","Añadir"
"3255","Mochila infantil rana nenuco 800ml","NENUCO",14.95,"Supermercados Mas",16785,"LITRO",18.69,"Colonias","Mochila infantil rana nenuco 800ml","Añadir"
"3256","Papel horno albal 8m","ALBAL",2.95,"Supermercados Mas",16787,"METRO",0.37,"Papel de horno","Papel horno albal 8m","Añadir"
"3257","Queso untar natural ifa eliges 250g","IFA ELIGES",1.1,"Supermercados Mas",16788,"KILO",4.4,"Untable","Queso untar natural ifa eliges 250g","Añadir"
"3258","Queso cabra madurado la fuente rulo corte","LA FUENTE",15.4,"Supermercados Mas",16789,"KILO",15.4,"Internacionales y otros quesos","Queso cabra madurado la fuente rulo corte","Añadir"
"3259","Longaniza ibérica nieto martín 250g","NIETO MARTIN",3.5,"Supermercados Mas",16790,"KILO",14,"Chorizo","Longaniza ibérica nieto martín 250g","Añadir"
"3260","Fiedos orientales classic maggi 121g","MAGGI",1.69,"Supermercados Mas",16791,"KILO",13.97,"Otros platos e internacionales","Fiedos orientales classic maggi 121g","Añadir"
"3261","Cordon sport blanco la piel 120cm","LA PIEL",1.2,"Supermercados Mas",16792,"UNIDAD",1.2,"Cordones y plantillas","Cordon sport blanco la piel 120cm","Añadir"
"3262","Maíz dulce bonduelle p3x140g ne","BONDUELLE",2.69,"Supermercados Mas",16793,"KILO",6.4,"Maíz","Maíz dulce bonduelle p3x140g ne","Añadir"
"3263","Estropajo para baño fibra con esponja scoth brite 1 ud","SCOTH BRITE",1.9,"Supermercados Mas",16794,"UNIDAD",1.9,"Estropajos","Estropajo para baño fibra con esponja scoth brite 1 ud","Añadir"
"3264","Comida perro mini pollo ultima 150k","ULTIMA",1.54,"Supermercados Mas",16796,"KILO",10.27,"Alimentación húmeda","Comida perro mini pollo ultima 150k","Añadir"
"3265","Rosquillas casera curro jimenez 330g","CURRO JIMENEZ",2.95,"Supermercados Mas",16797,"KILO",8.94,"Otras piezas de bollería y pastelería","Rosquillas casera curro jimenez 330g","Añadir"
"3266","Mascarilla suave & liso, pelo encrespado o seco 300 ml pantene","PANTENE",3.99,"Supermercados Mas",16797,"100ml",1.33,"Acondicionadores y mascarillas","Mascarilla suave & liso, pelo encrespado o seco 300 ml pantene","Añadir"
"3267","Dulce de membrillo bifidus el quijote 380g","QUIJOTE",3.3,"Supermercados Mas",16798,"KILO",8.68,"Membrillos","Dulce de membrillo bifidus el quijote 380g","Añadir"
"3268","Pasta clasica yakisoba yatekomo gallina blanca bag 93g","YATEKOMO",1.49,"Supermercados Mas",16800,"KILO",16.02,"De pasta y arroz","Pasta clasica yakisoba yatekomo gallina blanca bag 93g","Añadir"
"3269","Vino frizzante verdejo yllera 5,5 bot 25cl","YLLERA",3.25,"Supermercados Mas",16801,"LITRO",13,"Otros espumosos","Vino frizzante verdejo yllera 5,5 bot 25cl","Añadir"
"3270","Pan sin gluten panceliac 80g","PANCELIAC",0.99,"Supermercados Mas",16802,"KILO",12.38,"Vienas, pepitos y molletes","Pan sin gluten panceliac 80g","Añadir"
"3271","Zumo tomate granini pet 1l","GRANINI",2.89,"Supermercados Mas",16803,"LITRO",2.89,"Otros sabores","Zumo tomate granini pet 1l","Añadir"
"3272","Bebida fruta func medite don simon p-6 20cl","DON SIMON",1.75,"Supermercados Mas",16805,"LITRO",1.46,"De fruta y leche","Bebida fruta func medite don simon p-6 20cl","Añadir"
"3273","Tortillas mejicanas trigo old el paso 326g","OLD EL PASO",2,"Supermercados Mas",16805,"KILO",6.13,"De carnes y aves","Tortillas mejicanas trigo old el paso 326g","Añadir"
"3274","Detergente pastilla mano flota 250 gramos","FLOTA",1.49,"Supermercados Mas",16806,"KILO",5.96,"Detergentes para lavado a mano","Detergente pastilla mano flota 250 gramos","Añadir"
"3275","Vino fino gonzalez byass 75cl","TIO PEPE",7.3,"Supermercados Mas",16807,"LITRO",9.73,"Jerez, fino y manzanilla","Vino fino gonzalez byass 75cl","Añadir"
"3276","Te quemagrasas hornimans 20 sobres","HORNIMANS",2.79,"Supermercados Mas",16808,"UNIDAD",0.14,"Té","Te quemagrasas hornimans 20 sobres","Añadir"
"3277","Mini kit dental express con pasta de dientes + cepillo de dientes + seda dental pierrot","PIERROT",3.1,"Supermercados Mas",16809,"UNIDAD",3.1,"Cepillos de dientes","Mini kit dental express con pasta de dientes + cepillo de dientes + seda dental pierrot","Añadir"
"3278","Tarta cheescake oreo 350g","OREO",7.15,"Supermercados Mas",16810,"KILO",20.43,"Tartas","Tarta cheescake oreo 350g","Añadir"
"3279","Caballa trozo aceite de girasol decano r01000 618g ne","DECANO",6.25,"Supermercados Mas",16811,"KILO",10.11,"Caballa y melva","Caballa trozo aceite de girasol decano r01000 618g ne","Añadir"
"3280","Refresco zero lima-limon seven up pet 2l","SEVEN UP",1.59,"Supermercados Mas",16818,"LITRO",0.8,"De lima-limón","Refresco zero lima-limon seven up pet 2l","Añadir"
"3281","Chocolate gallleta lu milka 87g","MILKA",1.59,"Supermercados Mas",16819,"KILO",18.28,"Chocolate con leche","Chocolate gallleta lu milka 87g","Añadir"
"3282","Salmorejo natural sin pan majao 1l","MAJAO",3.89,"Supermercados Mas",16822,"LITRO",3.89,"Gazpachos y salmorejos","Salmorejo natural sin pan majao 1l","Añadir"
"3283","Ambientador de varitas aroma azahar ambientair 50ml","AMBIENTAIR",2.05,"Supermercados Mas",16823,"LITRO",41,"Continuos y decorativos","Ambientador de varitas aroma azahar ambientair 50ml","Añadir"
"3284","Comida gato nature ester salmo ultima 1,25kg","ULTIMA",9.45,"Supermercados Mas",16824,"KILO",7.56,"Alimentación seca","Comida gato nature ester salmo ultima 1,25kg","Añadir"
"3285","Semola de trigo duro el molino 500g","EL MOLINO",1.35,"Supermercados Mas",16825,"KILO",2.7,"Para cocina","Semola de trigo duro el molino 500g","Añadir"
"3286","Cerveza sin alcohol 0,0% estrella del sur 1l","ESTRELLA DEL SUR",1.12,"Supermercados Mas",16827,"LITRO",1.12,"Sin alcohol y light","Cerveza sin alcohol 0,0% estrella del sur 1l","Añadir"
"3287","Chocolate dark naranja nestle 120gr","NESTLE",2.25,"Supermercados Mas",16829,"KILO",18.75,"Chocolate negro","Chocolate dark naranja nestle 120gr","Añadir"
"3288","Helado tarrina kit kat 480ml","KIT KAT",4.99,"Supermercados Mas",16830,"LITRO",10.4,"Tarrinas y barras","Helado tarrina kit kat 480ml","Añadir"
"3289","Tortitas de frutos rojos bicentury 198g","BICENTURY",2.55,"Supermercados Mas",16831,"100g",1.29,"Tortitas","Tortitas de frutos rojos bicentury 198g","Añadir"
"3290","Salchichon mini snack espuña p-2x 18,5gr","ESPUÑA",1,"Supermercados Mas",16835,"100g",2.7,"Salchichón y fuet","Salchichon mini snack espuña p-2x 18,5gr","Añadir"
"3291","Caldo de pollo avecrem gallina blanca 24 pastillas","AVECREM",2.59,"Supermercados Mas",16836,"UNIDAD",0.11,"Caldos concentrados y pastillas","Caldo de pollo avecrem gallina blanca 24 pastillas","Añadir"
"3292","Vino blanco desacolchizado marques del castillo 75cl","MARQUES DEL CASTILLO",7.99,"Supermercados Mas",16837,"LITRO",10.65,"Otras D.O.","Vino blanco desacolchizado marques del castillo 75cl","Añadir"
"3293","Wok de verdura la sirena 450gr","LA SIRENA",1.99,"Supermercados Mas",16838,"KILO",4.42,"Verduras preparadas y salteados","Wok de verdura la sirena 450gr","Añadir"
"3294","Patatas fritas artesanas cortijo del olivar bolsa 120gr","CORTIJO DEL OLIVAR",1,"Supermercados Mas",16841,"KILO",8.33,"Patatas fritas","Patatas fritas artesanas cortijo del olivar bolsa 120gr","Añadir"
"3295","Cereales con frutos rojos special k kellogg's 300g","SPECIAL K",4.19,"Supermercados Mas",16842,"KILO",13.97,"Cereales integrales y muesli","Cereales con frutos rojos special k kellogg's 300g","Añadir"
"3296","Aceituna manzanilla morada garrafa 350gne","SOLUCAR",2.49,"Supermercados Mas",16843,"KILO",7.11,"Aceitunas","Aceituna manzanilla morada garrafa 350gne","Añadir"
"3297","Bebida fruta func san-meln don simon p-6 20cl","DON SIMON",1.75,"Supermercados Mas",16845,"LITRO",1.46,"De fruta y leche","Bebida fruta func san-meln don simon p-6 20cl","Añadir"
